시군구코드,시도,시군구,출발위도,출발경도,중심점방법,후보순위,기관코드,병원명,도착위도,도착경도,직선거리_km,도로거리_km,예상시간_분,통행료_원,택시비_원,경로상태,수집시각
강원특별자치도|강릉시,강원특별자치도,강릉시,37.775290954970096,128.88836923759354,병원좌표평균대체,1,A2200005,의료법인강릉동인병원,37.77432579461282,128.90714180258507,1.6534296549224057,2.808,6.933333333333334,0.0,5300.0,성공,2026-07-27T20:19:56+09:00
강원특별자치도|동해시,강원특별자치도,동해시,37.53116496226106,129.1066301647232,병원좌표평균대체,1,A2200007,강원특별자치도삼척의료원,37.44027922704624,129.16370014395005,11.291063427077654,16.008,18.6,1300.0,25800.0,성공,2026-07-27T20:19:56+09:00
강원특별자치도|삼척시,강원특별자치도,삼척시,37.44027922704624,129.16370014395005,병원좌표평균대체,1,A2200007,강원특별자치도삼척의료원,37.44027922704624,129.16370014395005,0.0,0.0,0.0,0.0,0.0,성공:출도착5m이내,2026-07-27T20:19:56+09:00
강원특별자치도|속초시,강원특별자치도,속초시,38.207124546311846,128.58375302812672,병원좌표평균대체,1,A2200012,강원특별자치도속초의료원,38.21622784728713,128.5891194514502,1.1155544974252052,1.756,5.15,0.0,4600.0,성공,2026-07-27T20:19:56+09:00
강원특별자치도|양구군,강원특별자치도,양구군,38.1047788862656,127.99119726275,병원좌표평균대체,1,A2200013,한림대학교춘천성심병원,37.88413581388737,127.73989454269612,32.96788266612696,42.325,45.53333333333333,0.0,75500.0,성공,2026-07-27T20:19:56+09:00
강원특별자치도|영월군,강원특별자치도,영월군,37.186588403987926,128.46530529870284,병원좌표평균대체,1,A2300009,의료법인명지의료재단명지병원,37.1630057642892,128.23405656001103,20.6556783615416,25.163,24.766666666666666,0.0,42300.0,성공,2026-07-27T20:19:56+09:00
강원특별자치도|원주시,강원특별자치도,원주시,37.34191681365061,127.94953885691514,병원좌표평균대체,1,A2200001,연세대학교원주세브란스기독병원,37.34795543031888,127.9456453098751,0.7545389582411709,1.754,4.65,0.0,4600.0,성공,2026-07-27T20:19:56+09:00
강원특별자치도|정선군,강원특별자치도,정선군,37.3829238141538,128.658420530712,병원좌표평균대체,1,A2300009,의료법인명지의료재단명지병원,37.1630057642892,128.23405656001103,44.81017354647613,75.013,69.95,0.0,116900.0,성공,2026-07-27T20:19:56+09:00
강원특별자치도|철원군,강원특별자치도,철원군,38.15033057072112,127.3080276881726,병원좌표평균대체,1,A2100031,경기도의료원포천병원,37.903264018475866,127.1983186069986,29.10468995302161,33.288,44.23333333333333,0.0,34100.0,성공,2026-07-27T20:19:56+09:00
강원특별자치도|춘천시,강원특별자치도,춘천시,37.88011702337243,127.73708688342772,병원좌표평균대체,1,A2200013,한림대학교춘천성심병원,37.88413581388737,127.73989454269612,0.5103036637158712,1.033,3.433333333333333,0.0,4600.0,성공,2026-07-27T20:19:56+09:00
