기관코드,병원명,위도,경도,근거URL,확인일,비고
A2502742,새강병원,35.7969198,127.1320564,https://www.openstreetmap.org/way/544451248,2026-08-29,병원 공식 주소와 OSM 병원 건물명·도로명 교차검증
