기관코드,병원명,원본시도,원본시군구,시도,시군구,근거URL,확인일,비고
A1400015,가톨릭관동대학교국제성모병원,인천광역시,서구,인천광역시,서해구,https://github.com/vuski/admdongkor,2026-08-30,NEMC 주소는 폐지된 서구로 회귀했으나 병원 좌표가 최신 20260701 경계 28275 서해구 내부임을 확인
