기관코드,병원명,등급,시도,시군구,가용병상,전체병상,포화율,상태,API기준시각,수집시각
A1700004,학교법인울산공업학원울산대학교병원,권역응급의료센터,울산광역시,동구,5.0,21.0,76.19047619047619,주의,20260719141144,2026-07-19T14:22:34+09:00
A1700007,울산엘리야병원,응급실운영신고기관,울산광역시,북구,,,,결측,,
A1700010,굿모닝병원,응급실운영신고기관,울산광역시,남구,,,,결측,,
A1700011,의료법인은성의료재단좋은삼정병원,지역응급의료기관,울산광역시,남구,4.0,9.0,55.55555555555556,주의,20260719141418,2026-07-19T14:22:34+09:00
A1700023,(의)내경의료재단울산제일병원,응급실운영신고기관,울산광역시,남구,,,,결측,,
A1700025,의료법인송은의료재단울산시티병원,지역응급의료센터,울산광역시,북구,14.0,17.0,17.647058823529413,여유,20260719141509,2026-07-19T14:22:34+09:00
A1700028,의료법인정안의료재단중앙병원,지역응급의료센터,울산광역시,남구,5.0,17.0,70.58823529411765,주의,20260719141510,2026-07-19T14:22:34+09:00
A1700036,의료법인에스엠씨의료재단울산세민병원,응급실운영신고기관,울산광역시,중구,,,,결측,,
A1701489,의료법인동강의료재단동천동강병원,응급실운영신고기관,울산광역시,중구,,,,결측,,
A1800417,의료법인 영제 의료재단 엔케이세종병원,지역응급의료기관,세종특별자치시,세종시,9.0,10.0,10.0,여유,20260719141414,2026-07-19T14:22:34+09:00
A1800441,세종충남대학교병원,지역응급의료센터,세종특별자치시,세종시,,,,결측,,
A2100001,분당서울대학교병원,권역응급의료센터,경기도,성남시,-12.0,30.0,,결측,20260719141400,2026-07-19T14:22:34+09:00
A2100002,아주대학교병원,권역응급의료센터,경기도,수원시,1.0,30.0,96.66666666666667,포화,20260719141504,2026-07-19T14:22:34+09:00
A2100003,고려대학교의과대학부속안산병원,권역응급의료센터,경기도,안산시,7.0,22.0,68.18181818181817,주의,20260719141222,2026-07-19T14:22:34+09:00
A2100004,한림대학교성심병원,권역응급의료센터,경기도,안양시,17.0,25.0,32.0,여유,20260719141044,2026-07-19T14:22:34+09:00
A2100005,순천향대학교부속부천병원,권역응급의료센터,경기도,부천시,6.0,17.0,64.70588235294117,주의,20260719141122,2026-07-19T14:22:34+09:00
A2100006,의료법인인봉의료재단뉴고려병원,지역응급의료센터,경기도,김포시,12.0,14.0,14.285714285714285,여유,20260719141519,2026-07-19T14:22:34+09:00
A2100007,광명성애병원,지역응급의료센터,경기도,광명시,-1.0,11.0,,결측,20260719141429,2026-07-19T14:22:34+09:00
A2100008,의료법인남촌의료재단시화병원,지역응급의료센터,경기도,시흥시,12.0,16.0,25.0,여유,20260719141137,2026-07-19T14:22:34+09:00
A2100009,의료법인녹산의료재단동수원병원,지역응급의료센터,경기도,수원시,11.0,17.0,35.294117647058826,여유,20260719141052,2026-07-19T14:22:34+09:00
A2100010,인산의료재단메트로병원,응급실운영신고기관,경기도,안양시,,,,결측,,
A2100011,성남중앙병원,응급실운영신고기관,경기도,성남시,,,,결측,,
A2100012,가톨릭대학교성빈센트병원,지역응급의료센터,경기도,수원시,7.0,28.0,75.0,주의,20260719141508,2026-07-19T14:22:34+09:00
A2100013,의료법인 록향의료재단 신천연합병원,지역응급의료기관,경기도,시흥시,5.0,10.0,50.0,여유,20260719141503,2026-07-19T14:22:34+09:00
A2100014,근로복지공단안산병원,지역응급의료기관,경기도,안산시,7.0,7.0,0.0,여유,20260719141400,2026-07-19T14:22:34+09:00
A2100015,효산의료재단안양샘병원,지역응급의료센터,경기도,안양시,10.0,17.0,41.17647058823529,여유,20260719141403,2026-07-19T14:22:34+09:00
A2100016,순천의료재단성남정병원,지역응급의료기관,경기도,성남시,6.0,9.0,33.33333333333333,여유,20260719141035,2026-07-19T14:22:34+09:00
A2100017,대아의료재단한도병원,지역응급의료센터,경기도,안산시,16.0,17.0,5.88235294117647,여유,20260719141231,2026-07-19T14:22:34+09:00
A2100018,의료법인은혜와감사의료재단화성중앙종합병원,지역응급의료기관,경기도,화성시,5.0,9.0,44.44444444444444,여유,20260719141248,2026-07-19T14:22:34+09:00
A2100019,(의)영문의료재단다보스병원,지역응급의료센터,경기도,용인시,6.0,13.0,53.84615384615385,주의,20260719141416,2026-07-19T14:22:34+09:00
A2100020,연세대학교의과대학용인세브란스병원,지역응급의료센터,경기도,용인시,9.0,16.0,43.75,여유,20260719141450,2026-07-19T14:22:34+09:00
A2100021,의료법인플러스의료재단단원병원,지역응급의료기관,경기도,안산시,12.0,17.0,29.411764705882355,여유,20260719141457,2026-07-19T14:22:34+09:00
A2100022,의료법인박애의료재단박애병원,지역응급의료기관,경기도,평택시,8.0,10.0,20.0,여유,20260719141539,2026-07-19T14:22:34+09:00
A2100024,오산한국병원,지역응급의료센터,경기도,오산시,10.0,17.0,41.17647058823529,여유,20260719141232,2026-07-19T14:22:34+09:00
A2100025,대진의료재단분당제생병원,지역응급의료센터,경기도,성남시,6.0,24.0,75.0,주의,20260719141500,2026-07-19T14:22:34+09:00
A2100027,의료법인석경의료재단센트럴병원,지역응급의료기관,경기도,시흥시,17.0,18.0,5.555555555555555,여유,20260719141345,2026-07-19T14:22:34+09:00
A2100028,의료법인백송의료재단굿모닝병원,지역응급의료센터,경기도,평택시,9.0,19.0,52.63157894736842,주의,20260719141408,2026-07-19T14:22:34+09:00
A2100029,강남병원,지역응급의료센터,경기도,용인시,10.0,17.0,41.17647058823529,여유,20260719141521,2026-07-19T14:22:34+09:00
A2100030,차의과학대학교분당차병원,권역응급의료센터,경기도,성남시,5.0,22.0,77.27272727272727,주의,20260719141502,2026-07-19T14:22:34+09:00
A2100031,경기도의료원포천병원,지역응급의료센터,경기도,포천시,14.0,17.0,17.647058823529413,여유,20260719141501,2026-07-19T14:22:34+09:00
A2100032,경기도의료원수원병원,지역응급의료기관,경기도,수원시,7.0,8.0,12.5,여유,20260719141502,2026-07-19T14:22:34+09:00
A2100033,국민건강보험공단일산병원,권역응급의료센터,경기도,고양시,6.0,23.0,73.91304347826086,주의,20260719141503,2026-07-19T14:22:34+09:00
A2100034,의료법인영동의료재단의정부백병원,지역응급의료기관,경기도,의정부시,10.0,10.0,0.0,여유,20260719141325,2026-07-19T14:22:34+09:00
A2100035,경기도의료원파주병원,지역응급의료센터,경기도,파주시,12.0,17.0,29.411764705882355,여유,20260719141502,2026-07-19T14:22:34+09:00
A2100036,의료법인 일심의료재단 포천우리병원,지역응급의료기관,경기도,포천시,17.0,18.0,5.555555555555555,여유,20260719141519,2026-07-19T14:22:34+09:00
A2100037,현대병원,지역응급의료센터,경기도,남양주시,5.0,17.0,70.58823529411765,주의,20260719141931,2026-07-19T14:22:34+09:00
A2100038,인제대학교일산백병원,지역응급의료센터,경기도,고양시,19.0,34.0,44.11764705882353,여유,20260719141426,2026-07-19T14:22:34+09:00
A2100039,한양대학교구리병원,지역응급의료센터,경기도,구리시,9.0,18.0,50.0,여유,20260719141259,2026-07-19T14:22:34+09:00
A2100040,가톨릭대학교의정부성모병원,권역응급의료센터,경기도,의정부시,13.0,42.0,69.04761904761905,주의,20260719141509,2026-07-19T14:22:34+09:00
A2100041,남양주한양병원,지역응급의료센터,경기도,남양주시,12.0,17.0,29.411764705882355,여유,20260719142013,2026-07-19T14:22:34+09:00
A2100042,의료법인명지의료재단명지병원,권역응급의료센터,경기도,고양시,11.0,15.0,26.666666666666668,여유,20260719141500,2026-07-19T14:22:34+09:00
A2100043,경기도의료원의정부병원,지역응급의료기관,경기도,의정부시,9.0,10.0,10.0,여유,20260719141501,2026-07-19T14:22:34+09:00
A2100045,경기도의료원안성병원,지역응급의료기관,경기도,안성시,13.0,14.0,7.142857142857142,여유,20260719141502,2026-07-19T14:22:34+09:00
A2100046,한림대학교동탄성심병원,지역응급의료센터,경기도,화성시,17.0,32.0,46.875,여유,20260719141417,2026-07-19T14:22:34+09:00
A2100047,동국대학교일산불교병원,지역응급의료센터,경기도,고양시,7.0,19.0,63.1578947368421,주의,20260719141509,2026-07-19T14:22:34+09:00
A2100048,원광대학교산본병원,지역응급의료센터,경기도,군포시,13.0,17.0,23.52941176470588,여유,20260719141237,2026-07-19T14:22:34+09:00
A2100049,국립암센터,지역응급의료기관,경기도,고양시,0.0,24.0,100.0,포화,20260719141200,2026-07-19T14:22:34+09:00
A2100050,의료법인대인의료재단다니엘종합병원,지역응급의료기관,경기도,부천시,4.0,6.0,33.33333333333333,여유,20260719141502,2026-07-19T14:22:34+09:00
A2100052,가톨릭대학교부천성모병원,지역응급의료센터,경기도,부천시,11.0,31.0,64.51612903225806,주의,20260719141508,2026-07-19T14:22:34+09:00
A2100053,의료법인우리의료재단김포우리병원,지역응급의료센터,경기도,김포시,10.0,22.0,54.54545454545454,주의,20260719141408,2026-07-19T14:22:34+09:00
A2100054,효산의료재단지샘병원,지역응급의료센터,경기도,군포시,8.0,18.0,55.55555555555556,주의,20260719141343,2026-07-19T14:22:34+09:00
A2100055,부천세종병원,지역응급의료센터,경기도,부천시,10.0,17.0,41.17647058823529,여유,20260719141510,2026-07-19T14:22:34+09:00
A2100058,부천우리병원,응급실운영신고기관,경기도,부천시,,,,결측,,
A2100083,무척조은병원,응급실운영신고기관,경기도,파주시,,,,결측,,
A2100089,양평병원,지역응급의료기관,경기도,양평군,7.0,9.0,22.22222222222222,여유,20260718095001,2026-07-19T14:22:34+09:00
A2100116,윤서병원,응급실운영신고기관,경기도,구리시,,,,결측,,
A2100122,(의)효심의료재단용인서울병원,지역응급의료기관,경기도,용인시,10.0,10.0,0.0,여유,20260719141419,2026-07-19T14:22:34+09:00
A2100124,의료법인칠석의료재단사랑의병원,지역응급의료기관,경기도,안산시,2.0,13.0,84.61538461538461,포화,20260719141113,2026-07-19T14:22:34+09:00
A2100130,문산중앙병원,응급실운영신고기관,경기도,파주시,,,,결측,,
A2100131,메디인병원,지역응급의료기관,경기도,파주시,3.0,12.0,75.0,주의,20260719141540,2026-07-19T14:22:34+09:00
A2100134,양주예쓰병원,응급실운영신고기관,경기도,양주시,,,,결측,,
A2100135,동두천중앙성모병원,응급실운영신고기관,경기도,동두천시,,,,결측,,
A2100150,추병원,지역응급의료기관,경기도,의정부시,11.0,12.0,8.333333333333332,여유,20260719141131,2026-07-19T14:22:34+09:00
A2100155,참조은병원,지역응급의료센터,경기도,광주시,4.0,9.0,55.55555555555556,주의,20260719141843,2026-07-19T14:22:34+09:00
A2100162,동안산병원,응급실운영신고기관,경기도,안산시,,,,결측,,
A2100173,연세새로운병원,응급실운영신고기관,경기도,여주시,,,,결측,,
A2100175,의료법인토마스의료재단윌스기념병원,지역응급의료기관,경기도,수원시,12.0,18.0,33.33333333333333,여유,20260719141520,2026-07-19T14:22:34+09:00
A2100180,바른병원,응급실운영신고기관,경기도,이천시,,,,결측,,
A2100193,경기도의료원이천병원,지역응급의료센터,경기도,이천시,11.0,17.0,35.294117647058826,여유,20260719142001,2026-07-19T14:22:34+09:00
A2100194,세종여주병원,지역응급의료기관,경기도,여주시,-7.0,6.0,,결측,20260719142027,2026-07-19T14:22:34+09:00
A2100206,수원중앙병원,응급실운영신고기관,경기도,수원시,,,,결측,,
A2100208,원병원,응급실운영신고기관,경기도,남양주시,,,,결측,,
A2100255,성심중앙병원,응급실운영신고기관,경기도,평택시,,,,결측,,
A2100258,국군수도병원,지역응급의료기관,경기도,성남시,15.0,16.0,6.25,여유,20260719141513,2026-07-19T14:22:34+09:00
A2100282,에이치제이매그놀리아국제병원,응급실운영신고기관,경기도,가평군,,,,결측,,
A2100283,의료법인일산복음병원,응급실운영신고기관,경기도,고양시,,,,결측,,
A2100290,의료법인자인의료재단(더자인병원),지역응급의료기관,경기도,고양시,11.0,16.0,31.25,여유,20260719141531,2026-07-19T14:22:34+09:00
A2100301,의료법인청파의료재단송탄중앙병원,응급실운영신고기관,경기도,평택시,,,,결측,,
A2100305,안성성모병원,지역응급의료기관,경기도,안성시,4.0,9.0,55.55555555555556,주의,20260719141335,2026-07-19T14:22:34+09:00
A2100309,의료법인갈렌의료재단박병원,지역응급의료기관,경기도,평택시,6.0,10.0,40.0,여유,20260719141504,2026-07-19T14:22:34+09:00
A2106200,바른마디병원,응급실운영신고기관,경기도,성남시,,,,결측,,
A2113246,의료법인양진의료재단평택성모병원,지역응급의료센터,경기도,평택시,7.0,17.0,58.82352941176471,주의,20260719141509,2026-07-19T14:22:34+09:00
A2114449,조은오산병원,응급실운영신고기관,경기도,오산시,,,,결측,,
A2115699,의료법인원광의료재단원광종합병원,지역응급의료기관,경기도,화성시,8.0,9.0,11.11111111111111,여유,20260719140728,2026-07-19T14:22:34+09:00
A2115807,성모윌병원,응급실운영신고기관,경기도,성남시,,,,결측,,
A2116685,화성유일병원,응급실운영신고기관,경기도,화성시,,,,결측,,
A2116806,성남시의료원,지역응급의료센터,경기도,성남시,13.0,17.0,23.52941176470588,여유,20260719141500,2026-07-19T14:22:34+09:00
A2116972,의료법인성광의료재단일산차병원,지역응급의료기관,경기도,고양시,6.0,6.0,0.0,여유,20260719141137,2026-07-19T14:22:34+09:00
A2117135,의료법인명인의료재단화홍병원,지역응급의료센터,경기도,수원시,6.0,15.0,60.0,주의,20260719141012,2026-07-19T14:22:34+09:00
A2117994,학교법인을지학원의정부을지대학교병원,지역응급의료센터,경기도,의정부시,15.0,30.0,50.0,여유,20260719141101,2026-07-19T14:22:34+09:00
A2118188,엘병원,지역응급의료기관,경기도,남양주시,5.0,8.0,37.5,여유,20260719141838,2026-07-19T14:22:34+09:00
A2118788,중앙대학교광명병원,지역응급의료센터,경기도,광명시,12.0,21.0,42.857142857142854,여유,20260719141507,2026-07-19T14:22:34+09:00
A2119276,매듭병원,응급실운영신고기관,경기도,수원시,,,,결측,,
A2119939,클래스병원,응급실운영신고기관,경기도,안산시,,,,결측,,
A2120077,혜성병원,응급실운영신고기관,경기도,남양주시,,,,결측,,
A2121061,의료법인덕산의료재단수원덕산병원,지역응급의료기관,경기도,수원시,23.0,24.0,4.166666666666666,여유,20260719141503,2026-07-19T14:22:34+09:00
A2121142,메디필드한강병원,지역응급의료기관,경기도,용인시,16.0,17.0,5.88235294117647,여유,20260719141135,2026-07-19T14:22:34+09:00
A2200001,연세대학교원주세브란스기독병원,권역응급의료센터,강원특별자치도,원주시,17.0,29.0,41.37931034482759,여유,20260719141502,2026-07-19T14:22:34+09:00
A2200002,강원특별자치도영월의료원,지역응급의료기관,강원특별자치도,영월군,4.0,9.0,55.55555555555556,주의,20260719142002,2026-07-19T14:22:34+09:00
A2200003,의료법인동해동인병원,지역응급의료기관,강원특별자치도,동해시,7.0,10.0,30.0,여유,20260719141932,2026-07-19T14:22:34+09:00
A2200004,근로복지공단태백병원,지역응급의료기관,강원특별자치도,태백시,5.0,9.0,44.44444444444444,여유,20260719141900,2026-07-19T14:22:34+09:00
A2200005,의료법인강릉동인병원,지역응급의료센터,강원특별자치도,강릉시,9.0,17.0,47.05882352941176,여유,20260719141955,2026-07-19T14:22:34+09:00
A2200007,강원특별자치도삼척의료원,지역응급의료센터,강원특별자치도,삼척시,12.0,16.0,25.0,여유,20260719141501,2026-07-19T14:22:34+09:00
A2200008,강릉아산병원,권역응급의료센터,강원특별자치도,강릉시,0.0,23.0,100.0,포화,20260719141915,2026-07-19T14:22:34+09:00
A2200009,강원대학교병원,지역응급의료센터,강원특별자치도,춘천시,6.0,21.0,71.42857142857143,주의,20260719142000,2026-07-19T14:22:34+09:00
A2200010,의산의료재단강릉고려병원,응급실운영신고기관,강원특별자치도,강릉시,,,,결측,,
A2200011,강원특별자치도강릉의료원,지역응급의료기관,강원특별자치도,강릉시,-2.0,5.0,,결측,20260719142001,2026-07-19T14:22:34+09:00
A2200012,강원특별자치도속초의료원,지역응급의료센터,강원특별자치도,속초시,13.0,17.0,23.52941176470588,여유,20260719142001,2026-07-19T14:22:34+09:00
A2200013,한림대학교춘천성심병원,권역응급의료센터,강원특별자치도,춘천시,11.0,22.0,50.0,여유,20260719141730,2026-07-19T14:22:34+09:00
A2200014,홍천아산병원,지역응급의료기관,강원특별자치도,홍천군,3.0,10.0,70.0,주의,20260719141501,2026-07-19T14:22:34+09:00
A2200015,강원특별자치도원주의료원,지역응급의료기관,강원특별자치도,원주시,11.0,17.0,35.294117647058826,여유,20260719142002,2026-07-19T14:22:34+09:00
A2200016,횡성대성병원,지역응급의료기관,강원특별자치도,횡성군,6.0,9.0,33.33333333333333,여유,20260719142027,2026-07-19T14:22:34+09:00
A2200024,의료법인성지의료재단성지병원,지역응급의료기관,강원특별자치도,원주시,1.0,7.0,85.71428571428571,포화,20260719141937,2026-07-19T14:22:34+09:00
A2200033,인성병원,응급실운영신고기관,강원특별자치도,춘천시,,,,결측,,
A2200037,의료법인성심의료재단양구성심병원,지역응급의료기관,강원특별자치도,양구군,5.0,5.0,0.0,여유,20260719141953,2026-07-19T14:22:34+09:00
A2200038,근로복지공단동해병원,응급실운영신고기관,강원특별자치도,동해시,,,,결측,,
A2200046,의료법인온세움의료재단온재병원,지역응급의료기관,강원특별자치도,속초시,0.0,9.0,100.0,포화,20260719141952,2026-07-19T14:22:34+09:00
A2200048,근로복지공단정선병원,지역응급의료기관,강원특별자치도,정선군,4.0,5.0,20.0,여유,20260719141700,2026-07-19T14:22:34+09:00
A2201730,철원병원,지역응급의료기관,강원특별자치도,철원군,0.0,5.0,100.0,포화,20260719142002,2026-07-19T14:22:34+09:00
A2300001,충북대학교병원,권역응급의료센터,충청북도,청주시,12.0,30.0,60.0,주의,20260719142000,2026-07-19T14:22:34+09:00
A2300002,의료법인한마음의료재단하나병원,지역응급의료센터,충청북도,청주시,4.0,11.0,63.63636363636363,주의,20260719141825,2026-07-19T14:22:34+09:00
A2300003,의료법인정산의료재단효성병원,지역응급의료센터,충청북도,청주시,13.0,18.0,27.77777777777778,여유,20260719141747,2026-07-19T14:22:34+09:00
A2300004,충청북도충주의료원,지역응급의료기관,충청북도,충주시,17.0,18.0,5.555555555555555,여유,20260719142003,2026-07-19T14:22:34+09:00
A2300005,의료법인자산의료재단제천서울병원,지역응급의료센터,충청북도,제천시,6.0,15.0,60.0,주의,20260719141646,2026-07-19T14:22:34+09:00
A2300006,충청북도청주의료원,지역응급의료기관,충청북도,청주시,9.0,12.0,25.0,여유,20260719142001,2026-07-19T14:22:34+09:00
A2300007,의료법인인화재단한국병원,지역응급의료센터,충청북도,청주시,9.0,14.0,35.714285714285715,여유,20260719141806,2026-07-19T14:22:34+09:00
A2300008,청주성모병원,지역응급의료센터,충청북도,청주시,3.0,15.0,80.0,주의,20260719142009,2026-07-19T14:22:34+09:00
A2300009,의료법인명지의료재단명지병원,지역응급의료센터,충청북도,제천시,9.0,18.0,50.0,여유,20260719141913,2026-07-19T14:22:34+09:00
A2300010,건국대학교충주병원,지역응급의료센터,충청북도,충주시,15.0,20.0,25.0,여유,20260719142001,2026-07-19T14:22:34+09:00
A2300011,의료법인힐링의료재단옥천성모병원,지역응급의료기관,충청북도,옥천군,7.0,7.0,0.0,여유,20260719141745,2026-07-19T14:22:34+09:00
A2300013,의료법인 건명의료재단 중앙제일병원,지역응급의료센터,충청북도,진천군,10.0,17.0,41.17647058823529,여유,20260719141600,2026-07-19T14:22:34+09:00
A2300015,의료법인태성의료재단제일조은병원,응급실운영신고기관,충청북도,음성군,,,,결측,,
A2300017,의료법인정민의료재단보은한양병원,응급실운영신고기관,충청북도,보은군,,,,결측,,
A2300021,오창중앙병원,응급실운영신고기관,충청북도,청주시,,,,결측,,
A2300030,의료법인조윤의료재단영동병원,지역응급의료기관,충청북도,영동군,7.0,10.0,30.0,여유,20260719142005,2026-07-19T14:22:34+09:00
A2300034,의료법인대광의료재단괴산성모병원,지역응급의료기관,충청북도,괴산군,8.0,9.0,11.11111111111111,여유,20260719142022,2026-07-19T14:22:34+09:00
A2300039,의료법인송암의료재단마이크로병원,응급실운영신고기관,충청북도,청주시,,,,결측,,
A2302011,재단법인베스티안재단베스티안병원,응급실운영신고기관,충청북도,청주시,,,,결측,,
A2302306,충주미래병원,응급실운영신고기관,충청북도,충주시,,,,결측,,
A2400001,학교법인동은학원순천향대학교부속천안병원,권역응급의료센터,충청남도,천안시,11.0,22.0,50.0,여유,20260719141622,2026-07-19T14:22:34+09:00
A2400002,단국대학교의과대학부속병원,권역응급의료센터,충청남도,천안시,9.0,25.0,64.0,주의,20260719142000,2026-07-19T14:22:34+09:00
A2400003,서산중앙병원,지역응급의료센터,충청남도,서산시,8.0,17.0,52.94117647058824,주의,20260719141509,2026-07-19T14:22:34+09:00
A2400004,의료법인예당의료재단예산종합병원,지역응급의료기관,충청남도,예산군,4.0,6.0,33.33333333333333,여유,20260719141935,2026-07-19T14:22:34+09:00
A2400005,충청남도천안의료원,지역응급의료기관,충청남도,천안시,9.0,12.0,25.0,여유,20260719142002,2026-07-19T14:22:34+09:00
A2400006,충청남도서산의료원,지역응급의료센터,충청남도,서산시,6.0,17.0,64.70588235294117,주의,20260719141601,2026-07-19T14:22:34+09:00
A2400007,충청남도홍성의료원,지역응급의료센터,충청남도,홍성군,11.0,18.0,38.88888888888889,여유,20260719141801,2026-07-19T14:22:34+09:00
A2400008,당진종합병원,지역응급의료센터,충청남도,당진시,5.0,17.0,70.58823529411765,주의,20260719141938,2026-07-19T14:22:34+09:00
A2400009,의료법인백제병원,지역응급의료센터,충청남도,논산시,12.0,20.0,40.0,여유,20260719141827,2026-07-19T14:22:34+09:00
A2400010,충청남도공주의료원,지역응급의료기관,충청남도,공주시,10.0,15.0,33.33333333333333,여유,20260719141801,2026-07-19T14:22:34+09:00
A2400011,재단법인아산사회복지재단보령아산병원,지역응급의료센터,충청남도,보령시,9.0,17.0,47.05882352941176,여유,20260719141500,2026-07-19T14:22:34+09:00
A2400012,의료법인영서의료재단천안충무병원,지역응급의료센터,충청남도,천안시,6.0,16.0,62.5,주의,20260719141607,2026-07-19T14:22:34+09:00
A2400015,예산명지병원,응급실운영신고기관,충청남도,예산군,,,,결측,,
A2400019,새금산병원,응급실운영신고기관,충청남도,금산군,,,,결측,,
A2400038,학교법인건양교육재단건양대학교부여병원,지역응급의료기관,충청남도,부여군,7.0,9.0,22.22222222222222,여유,20260719141854,2026-07-19T14:22:34+09:00
A2400039,현대병원,지역응급의료기관,충청남도,아산시,7.0,10.0,30.0,여유,20260719142001,2026-07-19T14:22:34+09:00
A2400044,의료법인 서해병원,지역응급의료기관,충청남도,서천군,4.0,5.0,20.0,여유,20260719141749,2026-07-19T14:22:34+09:00
A2402257,아산충무병원,지역응급의료센터,충청남도,아산시,9.0,13.0,30.76923076923077,여유,20260719141617,2026-07-19T14:22:34+09:00
A2402812,나은필병원,응급실운영신고기관,충청남도,천안시,,,,결측,,
A2500001,원광대학교병원,권역응급의료센터,전북특별자치도,익산시,10.0,26.0,61.53846153846154,주의,20260719142016,2026-07-19T14:22:34+09:00
A2500002,전북대학교병원,권역응급의료센터,전북특별자치도,전주시,17.0,36.0,52.77777777777778,주의,20260719141653,2026-07-19T14:22:34+09:00
A2500003,전주고려병원,응급실운영신고기관,전북특별자치도,전주시,,,,결측,,
A2500004,전북특별자치도남원의료원,지역응급의료센터,전북특별자치도,남원시,12.0,17.0,29.411764705882355,여유,20260719142002,2026-07-19T14:22:34+09:00
A2500005,의료법인영경의료재단전주병원,지역응급의료센터,전북특별자치도,전주시,2.0,17.0,88.23529411764706,포화,20260719141657,2026-07-19T14:22:34+09:00
A2500006,재단법인예수병원유지재단예수병원,지역응급의료센터,전북특별자치도,전주시,16.0,38.0,57.89473684210527,주의,20260719141600,2026-07-19T14:22:34+09:00
A2500007,전북특별자치도군산의료원,지역응급의료센터,전북특별자치도,군산시,8.0,17.0,52.94117647058824,주의,20260719141702,2026-07-19T14:22:34+09:00
A2500008,재단법인 아산사회복지재단 정읍아산병원,지역응급의료센터,전북특별자치도,정읍시,13.0,17.0,23.52941176470588,여유,20260719142001,2026-07-19T14:22:34+09:00
A2500009,의료법인석천재단고창병원,지역응급의료기관,전북특별자치도,고창군,6.0,10.0,40.0,여유,20260719141750,2026-07-19T14:22:34+09:00
A2500010,부안성모병원,지역응급의료기관,전북특별자치도,부안군,5.0,10.0,50.0,여유,20260719141056,2026-07-19T14:22:34+09:00
A2500011,의료법인대산의료재단익산병원,지역응급의료센터,전북특별자치도,익산시,12.0,17.0,29.411764705882355,여유,20260719142001,2026-07-19T14:22:34+09:00
A2500012,의료법인오성의료재단동군산병원,지역응급의료센터,전북특별자치도,군산시,3.0,17.0,82.35294117647058,포화,20260719141847,2026-07-19T14:22:34+09:00
A2500038,김제우석병원,지역응급의료기관,전북특별자치도,김제시,8.0,10.0,20.0,여유,20260719141935,2026-07-19T14:22:34+09:00
A2500056,대자인병원,지역응급의료센터,전북특별자치도,전주시,7.0,33.0,78.78787878787878,주의,20260719141807,2026-07-19T14:22:34+09:00
A2501890,의료법인영경의료재단호성전주병원,지역응급의료기관,전북특별자치도,전주시,0.0,9.0,100.0,포화,20260719141953,2026-07-19T14:22:34+09:00
A2502031,진안군의료원,지역응급의료기관,전북특별자치도,진안군,5.0,6.0,16.666666666666664,여유,20260719142002,2026-07-19T14:22:34+09:00
A2502742,새강병원,지역응급의료기관,전북특별자치도,전주시,10.0,14.0,28.57142857142857,여유,20260719141940,2026-07-19T14:22:34+09:00
A2600001,화순전남대학교병원,지역응급의료센터,전남광주통합특별시,화순군,10.0,16.0,37.5,여유,20260719142000,2026-07-19T14:22:34+09:00
A2600003,대송의료재단무안병원,지역응급의료기관,전남광주통합특별시,무안군,-1.0,4.0,,결측,20260719141700,2026-07-19T14:22:34+09:00
A2600004,순천중앙병원,지역응급의료기관,전남광주통합특별시,순천시,4.0,5.0,20.0,여유,20260719142019,2026-07-19T14:22:34+09:00
A2600005,의료법인한국의료재단한국병원,지역응급의료기관,전남광주통합특별시,순천시,7.0,11.0,36.36363636363637,여유,20260719141942,2026-07-19T14:22:34+09:00
A2600006,광양사랑병원,지역응급의료기관,전남광주통합특별시,광양시,6.0,9.0,33.33333333333333,여유,20260719141707,2026-07-19T14:22:34+09:00
A2600007,의료법인해민의료재단 세안종합병원,응급실운영신고기관,전남광주통합특별시,목포시,,,,결측,,
A2600008,순천제일병원,지역응급의료기관,전남광주통합특별시,순천시,8.0,9.0,11.11111111111111,여유,20260719141733,2026-07-19T14:22:34+09:00
A2600009,의료법인행촌의료재단해남종합병원,지역응급의료기관,전남광주통합특별시,해남군,8.0,10.0,20.0,여유,20260719142010,2026-07-19T14:22:34+09:00
A2600010,여수전남병원,지역응급의료기관,전남광주통합특별시,여수시,9.0,10.0,10.0,여유,20260719141932,2026-07-19T14:22:34+09:00
A2600011,목포한국병원,권역응급의료센터,전남광주통합특별시,목포시,7.0,16.0,56.25,주의,20260719141838,2026-07-19T14:22:34+09:00
A2600012,근로복지공단순천병원,응급실운영신고기관,전남광주통합특별시,순천시,,,,결측,,
A2600014,여천전남병원,지역응급의료센터,전남광주통합특별시,여수시,14.0,17.0,17.647058823529413,여유,20260719141909,2026-07-19T14:22:34+09:00
A2600015,영광종합병원,지역응급의료기관,전남광주통합특별시,영광군,5.0,10.0,50.0,여유,20260719141909,2026-07-19T14:22:34+09:00
A2600016,나주종합병원,지역응급의료기관,전남광주통합특별시,나주시,5.0,10.0,50.0,여유,20260719141849,2026-07-19T14:22:34+09:00
A2600017,의료법인목포구암의료재단목포중앙병원,지역응급의료센터,전남광주통합특별시,목포시,6.0,16.0,62.5,주의,20260719141803,2026-07-19T14:22:34+09:00
A2600018,의료법인영성의료재단고흥종합병원,지역응급의료기관,전남광주통합특별시,고흥군,10.0,10.0,0.0,여유,20260719141713,2026-07-19T14:22:34+09:00
A2600019,성가롤로병원,권역응급의료센터,전남광주통합특별시,순천시,2.0,18.0,88.88888888888889,포화,20260719142023,2026-07-19T14:22:34+09:00
