기관코드,병원명,주소,시도,시군구,HIRA병원명,암호화요양기호,매칭점수,매칭상태,응급의학과전문의수,HIRA주소
A2700052,울진군의료원,경상북도 울진군 울진읍 현내항길 71,경상북도,울진군,울진군의료원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4MiQyNjE0ODEjNTEjJDEjJDYjJDgz,1.0,자동매칭,1.0,
A2700063,의료법인영제의료재단영남제일병원,경상북도 의성군 안계면 용기4길 36,경상북도,의성군,의료법인영제의료재단영남제일병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQyNjEwMDIjODEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A2700038,의료법인대남의료재단청도대남병원,경상북도 청도군 화양읍 청화로 79-7,경상북도,청도군,의료법인대남의료재단청도대남병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNTEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
E2700554,청송군보건의료원,경상북도 청송군 청송읍 의료원길 19,경상북도,청송군,청송군보건의료원(안덕보건지소),JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQxIyQ3IyQwMyQzNjE4MzIjNTEjJDEjJDYjJDgz,1.0,자동매칭,0.0,
A2700066,의료법인왜관병원,경상북도 칠곡군 왜관읍 군청2길 10,경상북도,칠곡군,,,0.0,미매칭,,
A2700005,경상북도포항의료원,"경상북도 포항시 북구 용흥로 36 (용흥동, (용흥동))",경상북도,포항시,경상북도포항의료원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,4.0,
A2700008,에스포항병원,"경상북도 포항시 남구 희망대로 352 (이동, 에스포항병원)",경상북도,포항시,에스포항병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNjEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A2702563,의료법인은성의료재단좋은선린병원,경상북도 포항시 북구 대신로 43 (대신동),경상북도,포항시,의료법인은성의료재단좋은선린병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNjEjJDEjJDQjJDgz,1.0,자동매칭,1.0,
A2700016,포항성모병원,경상북도 포항시 남구 대잠동길 17 (대잠동),경상북도,포항시,포항성모병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjODEjJDEjJDIjJDgz,1.0,자동매칭,15.0,
A2700002,포항세명기독병원,경상북도 포항시 남구 포스코대로 351 (대도동),경상북도,포항시,의료법인한성재단포항세명기독병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,0.9,자동매칭,17.0,
A1300004,대구가톨릭대학교병원,대구광역시 남구 두류공원로17길 33 (대명동),대구광역시,남구,대구가톨릭대학교병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,1.0,자동매칭,6.0,
A1304119,대구예스병원,"대구광역시 남구 대명로 186, 지하1, 지상2~7층 (대명동)",대구광역시,남구,대구예스병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A1300034,드림종합병원,대구광역시 남구 대명로 153 (대명동),대구광역시,남구,드림종합병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz,1.0,자동매칭,4.0,
A1300001,영남대학교병원,대구광역시 남구 현충로 170 (대명동),대구광역시,남구,영남대학교병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,1.0,자동매칭,7.0,
A1300003,계명대학교동산병원,대구광역시 달서구 달구벌대로 1035 (신당동),대구광역시,달서구,계명대학교동산병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDQjJDgz,1.0,자동매칭,13.0,
A1300038,나사렛종합병원,"대구광역시 달서구 월배로 97, 나사렛병원 (진천동)",대구광역시,달서구,나사렛종합병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz,1.0,자동매칭,4.0,
A1300110,더블유병원,"대구광역시 달서구 달구벌대로 1632, 더블유병원 (감삼동)",대구광역시,달서구,더블유병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz,1.0,자동매칭,4.0,
A1300045,삼일병원,"대구광역시 달서구 월배로 436, 지하1,지상1~11층 (송현동)",대구광역시,달서구,삼일병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,1.0,자동매칭,5.0,
A1300006,의료법인구의료재단구병원,대구광역시 달서구 감삼북길 141 (감삼동),대구광역시,달서구,,,0.0,미매칭,,
A1300011,한국보훈복지의료공단대구보훈병원,대구광역시 달서구 월곡로 60 (도원동),대구광역시,달서구,,,0.0,미매칭,,
A1303449,행복한 병원,"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",대구광역시,달성군,행복한 병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,1.0,자동매칭,0.0,
A1300018,강남종합병원,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",대구광역시,동구,강남종합병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjODEjJDEjJDYjJDgz,1.0,자동매칭,5.0,
A1300009,대구파티마병원,대구광역시 동구 아양로 99 (신암동),대구광역시,동구,대구파티마병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,1.0,자동매칭,13.0,
A1300033,의료법인백천의료재단바로본병원,대구광역시 동구 국채보상로 769 (신천동),대구광역시,동구,,,0.0,미매칭,,
A1300005,대구가톨릭대학교칠곡가톨릭병원,대구광역시 북구 칠곡중앙대로 440 (읍내동),대구광역시,북구,,,0.0,미매칭,,
A1300010,칠곡경북대학교병원,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",대구광역시,북구,칠곡경북대학교병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz,1.0,자동매칭,7.0,
A1300076,대구굿모닝병원,"대구광역시 서구 달서로 42, 대구 굿모닝병원 지하2층~11층 (내당동)",대구광역시,서구,대구굿모닝병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1300007,대구의료원,대구광역시 서구 평리로 157 (중리동),대구광역시,서구,대구의료원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1303923,더필병원,대구광역시 서구 서대구로 194 (평리동),대구광역시,서구,더필병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,1.0,자동매칭,1.0,
A1300065,새동산병원,대구광역시 서구 국채보상로 379 (비산동),대구광역시,서구,새동산병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1300081,(재)미리내천주성삼성직수도회천주성삼병원,"대구광역시 수성구 달구벌대로 3190 (신매동, 천주성삼병원)",대구광역시,수성구,(재)미리내천주성삼성직수도회천주성삼병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,1.0,자동매칭,1.0,
A1300063,MS재건병원,"대구광역시 중구 동덕로 194 (동인동1가, 동화빌딩)",대구광역시,중구,MS재건병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1300002,경북대학교병원,"대구광역시 중구 동덕로 130 (삼덕동2가, 경북대학교병원)",대구광역시,중구,경북대학교병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz,1.0,자동매칭,8.0,
A1303386,계명대학교대구동산병원,"대구광역시 중구 달성로 56, 계명대학교대구동산병원 (동산동)",대구광역시,중구,계명대학교대구동산병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,1.0,자동매칭,6.0,
A1300008,곽병원,대구광역시 중구 국채보상로 531 (수동),대구광역시,중구,곽병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz,1.0,자동매칭,2.0,
A1600009,근로복지공단대전병원,대전광역시 대덕구 계족로 637 (법동),대전광역시,대덕구,,,0.0,미매칭,,
A1600004,대전보훈병원,대전광역시 대덕구 대청로82번길 147 (신탄진동),대전광역시,대덕구,대전보훈병원,JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1600003,대전한국병원,대전광역시 동구 동서대로 1672 (성남동),대전광역시,동구,대전한국병원,JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1600014,대전화병원,대전광역시 동구 동대전로 39 (신안동),대전광역시,동구,대전화병원,JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,1.0,자동매칭,0.0,
A1602246,대청병원,"대전광역시 서구 계백로 1322 (정림동, 대청병원)",대전광역시,서구,대청병원,JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNDEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A1600006,학교법인건양교육재단건양대학교병원,"대전광역시 서구 관저동로 158, 건양대학교병원 (관저동)",대전광역시,서구,,,0.0,미매칭,,
A1600002,학교법인을지학원대전을지대학교병원,대전광역시 서구 둔산서로 95 (둔산동),대전광역시,서구,학교법인 을지학원 대전을지대학교병원,JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,6.0,
A1600007,의료법인영훈의료재단유성선병원,대전광역시 유성구 북유성대로 93 (지족동),대전광역시,유성구,,,0.0,미매칭,,
A1600008,의료법인영훈의료재단대전선병원,"대전광역시 중구 목중로 29 (목동,(목동))",대전광역시,중구,,,0.0,미매칭,,
A1600001,충남대학교병원,"대전광역시 중구 문화로 282, 충남대학교병원 (대사동)",대전광역시,중구,충남대학교병원,JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,1.0,자동매칭,13.0,
A1600005,학교법인가톨릭학원가톨릭대학교대전성모병원,"대전광역시 중구 대흥로 64, 성모병원 (대흥동)",대전광역시,중구,,,0.0,미매칭,,
A1200081,의료법인 라움의료재단 세웅병원,부산광역시 금정구 서동로 162 (서동),부산광역시,금정구,의료법인 라움의료재단 세웅병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjE0ODEjNjEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A1200028,(의)서일의료재단기장병원,부산광역시 기장군 기장읍 대청로72번길 6,부산광역시,기장군,(의)서일의료재단기장병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1200015,동남권원자력의학원원자력병원,부산광역시 기장군 장안읍 좌동길 40,부산광역시,기장군,동남권원자력의학원원자력병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz,1.0,자동매칭,0.0,
A1200013,부산성모병원(재단법인 천주교부산교구유지재단),부산광역시 남구 용호로232번길 25-14 (용호동),부산광역시,남구,부산성모병원(재단법인 천주교부산교구유지재단),JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNjEjJDEjJDQjJDgz,1.0,자동매칭,6.0,
A1200111,세일병원,"부산광역시 동구 중앙대로 317 (초량동, 세일병원)",부산광역시,동구,세일병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1200017,의료법인정화의료재단 봉생기념병원,"부산광역시 동구 중앙대로 401 (좌천동, 봉생병원)",부산광역시,동구,의료법인정화의료재단 봉생기념병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz,1.0,자동매칭,6.0,
A1200027,재단법인일신기독교선교회 일신기독병원,부산광역시 동구 정공단로 27 (좌천동),부산광역시,동구,재단법인일신기독교선교회 일신기독병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjNjEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1200026,좋은문화병원,부산광역시 동구 범일로 119 (범일동),부산광역시,동구,좋은문화병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz,1.0,자동매칭,0.0,
A1200018,대동병원,부산광역시 동래구 충렬대로 187 (명륜동),부산광역시,동래구,대동병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,1.0,자동매칭,7.0,
A1200011,동래봉생병원,부산광역시 동래구 안연로109번길 27 (안락동),부산광역시,동래구,동래봉생병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz,1.0,자동매칭,6.0,
A1206845,빌리브세웅병원,부산광역시 동래구 충렬대로 455 (안락동),부산광역시,동래구,빌리브세웅병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,1.0,자동매칭,1.0,
A1200009,의료법인 광혜의료재단 광혜병원,"부산광역시 동래구 충렬대로 96 (온천동, 광혜병원)",부산광역시,동래구,의료법인 광혜의료재단 광혜병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,1.0,자동매칭,0.0,
A1200020,의료법인 온그룹의료재단 온병원,"부산광역시 부산진구 가야대로 719, ,767,721,본관 지하3~11층 전부,12층 일부,13~14층 전부,15층 일부,신관 1층, 9층 일부 (당감동)",부산광역시,부산진구,의료법인 온그룹의료재단 온병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz,1.0,자동매칭,1.0,
A1200001,인제대학교부산백병원,"부산광역시 부산진구 복지로 75, 진사로83번길 81, 1층(일부), 3층 (개금동)",부산광역시,부산진구,인제대학교부산백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,1.0,자동매칭,11.0,
A1200025,학교법인 춘해병원,"부산광역시 부산진구 중앙대로 605, 지상1층~지상9층 (범천동)",부산광역시,부산진구,학교법인 춘해병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1200019,학교법인)동의병원,"부산광역시 부산진구 양정로 62, 지상2ㆍ3ㆍ10층 각 일부/ 지하1ㆍ지상1ㆍ지상4~지상8층 전층 (양정동)",부산광역시,부산진구,학교법인)동의병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,1.0,자동매칭,6.0,
A1200045,구포성심병원,부산광역시 북구 낙동대로 1786 (구포동),부산광역시,북구,구포성심병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,1.0,자동매칭,3.0,
A1200006,의료법인 인당의료재단 부민병원,부산광역시 북구 만덕대로 59 (덕천동),부산광역시,북구,의료법인 인당의료재단 부민병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz,1.0,자동매칭,4.0,
A1200110,재단법인 베스티안재단 베스티안부산병원,부산광역시 북구 화명대로 1 (화명동),부산광역시,북구,재단법인 베스티안재단 베스티안부산병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A1200005,의료법인 은성의료재단 좋은삼선병원,"부산광역시 사상구 가야대로 326, 좋은삼선병원 (주례동)",부산광역시,사상구,의료법인 은성의료재단 좋은삼선병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,5.0,
A1200101,의료법인센텀의료재단 서부산센텀병원,부산광역시 사상구 새벽로 226 (괘법동),부산광역시,사상구,의료법인센텀의료재단 서부산센텀병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1200016,한국보훈복지의료공단 부산보훈병원,부산광역시 사상구 백양대로 420 (주례동),부산광역시,사상구,한국보훈복지의료공단 부산보훈병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1200089,큐병원,부산광역시 사하구 낙동대로 408 (당리동),부산광역시,사하구,큐병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQ0NjEwMDIjODEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1200004,고신대학교복음병원,부산광역시 서구 감천로 262 (암남동),부산광역시,서구,고신대학교복음병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz,1.0,자동매칭,3.0,
A1200003,동아대학교병원,부산광역시 서구 대신공원로 26 (동대신동3가),부산광역시,서구,동아대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,1.0,자동매칭,12.0,
A1200002,부산대학교병원,부산광역시 서구 구덕로 179 (아미동1가),부산광역시,서구,부산대학교병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,1.0,자동매칭,8.0,
A1200021,삼육부산병원,부산광역시 서구 대티로 170 (서대신동2가),부산광역시,서구,삼육부산병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,1.0,자동매칭,8.0,
A1200007,비에이치에스한서병원,부산광역시 수영구 수영로 615 (광안동),부산광역시,수영구,비에이치에스한서병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,1.0,자동매칭,6.0,
A1200098,의료법인 센텀의료재단 센텀종합병원,부산광역시 수영구 수영로679번길 8 (광안동),부산광역시,수영구,의료법인 센텀의료재단 센텀종합병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,1.0,자동매칭,4.0,
A1200008,의료법인 은성의료재단 좋은강안병원,부산광역시 수영구 수영로 493 (남천동),부산광역시,수영구,의료법인 은성의료재단 좋은강안병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,1.0,자동매칭,6.0,
A1200024,부산광역시의료원,"부산광역시 연제구 월드컵대로 359 (거제동, 1동, 5동일부)",부산광역시,연제구,부산광역시의료원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjODEjJDEjJDYjJDgz,1.0,자동매칭,3.0,
A1200014,영도병원,부산광역시 영도구 태종로 85 (대교동2가),부산광역시,영도구,영도병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNjEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A1200012,의료법인 행도의료재단 해동병원,부산광역시 영도구 태종로 133 (봉래동3가),부산광역시,영도구,의료법인 행도의료재단 해동병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A1200023,재단법인천주교부산교구유지재단 메리놀병원,부산광역시 중구 중구로 121 (대청동4가),부산광역시,중구,재단법인천주교부산교구유지재단 메리놀병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1205143,의료법인 인당의료재단 해운대부민병원,"부산광역시 해운대구 해운대로 584, 해운대 부민병원 지하4~지상13층 (우동)",부산광역시,해운대구,의료법인 인당의료재단 해운대부민병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,1.0,
A1200022,인제대학교 해운대백병원,부산광역시 해운대구 해운대로 875 (좌동),부산광역시,해운대구,인제대학교 해운대백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz,1.0,자동매칭,12.0,
A1200048,효성시티병원,부산광역시 해운대구 해운대로 135 (재송동),부산광역시,해운대구,효성시티병원,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1100141,강남베드로병원,"서울특별시 강남구 남부순환로 2649, 베드로병원 (도곡동)",서울특별시,강남구,강남베드로병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,1.0,자동매칭,3.0,
A1123234,더드림병원,"서울특별시 강남구 선릉로 404, 더드림병원 (대치동)",서울특별시,강남구,더드림병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1100010,삼성서울병원,"서울특별시 강남구 일원로 81 (일원동, 삼성의료원)",서울특별시,강남구,삼성서울병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz,1.0,자동매칭,18.0,
A1100015,연세대학교의과대학강남세브란스병원,"서울특별시 강남구 언주로 211, 강남세브란스병원 (도곡동)",서울특별시,강남구,연세대학교의과대학 강남세브란스병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz,1.0,자동매칭,11.0,
A1100057,차의과학대학교강남차병원,"서울특별시 강남구 논현로 566, 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)",서울특별시,강남구,,,0.0,미매칭,,
A1100043,강동경희대학교병원,서울특별시 강동구 동남로 892 (상일동),서울특별시,강동구,강동경희대학교병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,1.0,자동매칭,9.0,
A1100028,성심의료재단강동성심병원,서울특별시 강동구 성안로 150 (길동),서울특별시,강동구,성심의료재단강동성심병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz,1.0,자동매칭,10.0,
A1100053,한국보훈복지의료공단중앙보훈병원,서울특별시 강동구 진황도로61길 53 (둔촌동),서울특별시,강동구,,,0.0,미매칭,,
A1121842,강북으뜸병원,"서울특별시 강북구 도봉로 187, 지하1층, 지상1층~지상5층 (미아동)",서울특별시,강북구,강북으뜸병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjNjEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
