기관코드,병원명,주소,시도,시군구,HIRA병원명,암호화요양기호,매칭점수,매칭상태,응급의학과전문의수,HIRA주소
A1100172,서울현대병원,"서울특별시 강북구 도봉로 374 (번동, 서울현대병원)",서울특별시,강북구,서울현대병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1100030,의료법인성화의료재단대한병원,"서울특별시 강북구 도봉로 301 (수유동, 대한병원)",서울특별시,강북구,,,0.0,미매칭,,
A1117285,강서케이병원,"서울특별시 강서구 가로공원로 187, 강서케이병원 (화곡동)",서울특별시,강서구,강서케이병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1100046,미즈메디병원,서울특별시 강서구 강서로 295 (내발산동),서울특별시,강서구,미즈메디병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1100036,부민병원,"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",서울특별시,강서구,부민병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,1.0,자동매칭,1.0,
A1100042,우리들병원,서울특별시 강서구 하늘길 70 (과해동),서울특별시,강서구,우리들병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1120796,이화여자대학교의과대학부속서울병원,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)",서울특별시,강서구,이화여자대학교의과대학부속서울병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjODEjJDEjJDYjJDgz,1.0,자동매칭,18.0,
A1100047,강남고려병원,서울특별시 관악구 관악로 242 (봉천동),서울특별시,관악구,강남고려병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz,1.0,자동매칭,0.0,
A1100076,강남힐병원,"서울특별시 관악구 남부순환로 1449, 강남힐병원 (신림동)",서울특별시,관악구,강남힐병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjNTEjJDEjJDYjJDgz,1.0,자동매칭,1.0,
A1100148,사랑의병원,"서울특별시 관악구 남부순환로 1860, -1,1,3,4,5층 (봉천동,  )",서울특별시,관악구,사랑의병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1100041,의료법인서울효천의료재단에이치플러스양지병원,"서울특별시 관악구 남부순환로 1636, 양지병원 (신림동)",서울특별시,관악구,의료법인서울효천의료재단 에이치플러스양지병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,1.0,자동매칭,11.0,
A1100002,건국대학교병원,서울특별시 광진구 능동로 120-1 (화양동),서울특별시,광진구,건국대학교병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNjEjJDEjJDQjJDgz,1.0,자동매칭,7.0,
A1100051,혜민병원,서울특별시 광진구 자양로 85 (자양동),서울특별시,광진구,혜민병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,1.0,자동매칭,5.0,
A1100014,고려대학교의과대학부속구로병원,"서울특별시 구로구 구로동로 148, 고려대부속구로병원 (구로동)",서울특별시,구로구,고려대학교의과대학부속구로병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,1.0,자동매칭,10.0,
A1100026,구로성심병원,"서울특별시 구로구 경인로 427, 구로성심병원 (고척동)",서울특별시,구로구,구로성심병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz,1.0,자동매칭,6.0,
A1100049,희명병원,서울특별시 금천구 시흥대로 244 (시흥동),서울특별시,금천구,희명병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,1.0,자동매칭,5.0,
A1100048,노원을지대학교병원,"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)",서울특별시,노원구,노원을지대학교병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,1.0,자동매칭,7.0,
A1100016,인제대학교상계백병원,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",서울특별시,노원구,,,0.0,미매칭,,
A1100027,한국원자력의학원원자력병원,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",서울특별시,노원구,한국원자력의학원원자력병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1100020,의료법인한전의료재단한일병원,"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",서울특별시,도봉구,,,0.0,미매칭,,
A1100001,경희대학교병원,서울특별시 동대문구 경희대로 23 (회기동),서울특별시,동대문구,경희대학교병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,1.0,자동매칭,10.0,
A1100021,삼육서울병원,서울특별시 동대문구 망우로 82 (휘경동),서울특별시,동대문구,삼육서울병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,6.0,
A1100050,서울성심병원,"서울특별시 동대문구 왕산로 259, 서울성심병원 (청량리동)",서울특별시,동대문구,서울성심병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1100022,서울특별시동부병원,서울특별시 동대문구 무학로 124 (용두동),서울특별시,동대문구,,,0.0,미매칭,,
A1126226,낭만병원,서울특별시 동작구 동작대로 67 (사당동),서울특별시,동작구,낭만병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1100040,서울특별시보라매병원,서울특별시 동작구 보라매로5길 20 (신대방동),서울특별시,동작구,서울특별시보라매병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDYjJDgz,1.0,자동매칭,10.0,
A1100003,중앙대학교병원,서울특별시 동작구 흑석로 102 (흑석동),서울특별시,동작구,중앙대학교병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,1.0,자동매칭,17.0,
A1100063,신촌연세병원,"서울특별시 마포구 서강로 110, 지2층~6층 (신수동)",서울특별시,마포구,신촌연세병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A1100007,연세대학교의과대학세브란스병원,서울특별시 서대문구 연세로 50-1 (신촌동),서울특별시,서대문구,연세대학교의과대학세브란스병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz,1.0,자동매칭,21.0,
A1100025,의료법인동신의료재단동신병원,"서울특별시 서대문구 연희로 272, 동신병원 본관동 (홍은동)",서울특별시,서대문구,,,0.0,미매칭,,
A1122033,기쁨병원,"서울특별시 서초구 서초중앙로 4, 기쁨병원 (서초동)",서울특별시,서초구,기쁨병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz,1.0,자동매칭,0.0,
A1120432,올바로병원,"서울특별시 서초구 명달로 102, 서원빌딩 1-6층 (서초동)",서울특별시,서초구,올바로병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjEyMjIjODEjJDEjJDYjJDgz,1.0,자동매칭,0.0,
A1100012,학교법인가톨릭학원가톨릭대학교서울성모병원,서울특별시 서초구 반포대로 222 (반포동),서울특별시,서초구,학교법인가톨릭학원가톨릭대학교서울성모병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjODEjJDEjJDIjJDgz,1.0,자동매칭,12.0,
A1122381,재단법인베스티안재단베스티안서울병원,서울특별시 성동구 왕십리로 382 (하왕십리동),서울특별시,성동구,재단법인베스티안재단베스티안서울병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,1.0,자동매칭,2.0,
A1100013,한양대학교병원,서울특별시 성동구 왕십리로 222-1 (사근동),서울특별시,성동구,한양대학교병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,1.0,자동매칭,13.0,
A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",서울특별시,성북구,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,1.0,자동매칭,11.0,
A1125429,강철병원,"서울특별시 송파구 백제고분로 252, SH타워 2~8층 (삼전동)",서울특별시,송파구,강철병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A1100039,경찰병원,"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",서울특별시,송파구,경찰병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1100009,재단법인아산사회복지재단서울아산병원,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",서울특별시,송파구,,,0.0,미매칭,,
A1100223,서울특별시서남병원,서울특별시 양천구 신정이펜1로 20 (신정동),서울특별시,양천구,서울특별시서남병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNzEjJDEjJDgjJDgz,1.0,자동매칭,8.0,
A1100005,이화여자대학교의과대학부속목동병원,서울특별시 양천구 안양천로 1071 (목동),서울특별시,양천구,이화여자대학교의과대학부속목동병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,1.0,자동매칭,17.0,
A1100019,홍익병원,"서울특별시 양천구 목동로 225, 홍익병원본관 (신정동)",서울특별시,양천구,홍익병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz,1.0,자동매칭,7.0,
A1100011,가톨릭대학교여의도성모병원,"서울특별시 영등포구 63로 10, 여의도성모병원 (여의도동)",서울특별시,영등포구,,,0.0,미매칭,,
A1100037,대림성모병원,"서울특별시 영등포구 시흥대로 657 (대림동, 대림성모병원)",서울특별시,영등포구,대림성모병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,1.0,자동매칭,5.0,
A1100024,명지성모병원,"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)",서울특별시,영등포구,명지성모병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,1.0,자동매칭,5.0,
A1100054,성애의료재단성애병원,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",서울특별시,영등포구,,,0.0,미매칭,,
A1100045,씨엠병원,"서울특별시 영등포구 영등포로36길 13 (영등포동4가, 충무병원)",서울특별시,영등포구,씨엠병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A1100255,의료법인인봉의료재단영등포병원,서울특별시 영등포구 당산로31길 10 (당산동3가),서울특별시,영등포구,,,0.0,미매칭,,
A1100163,한강수병원,"서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)",서울특별시,영등포구,한강수병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,1.0,자동매칭,0.0,
A1100055,한림대학교강남성심병원,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",서울특별시,영등포구,,,0.0,미매칭,,
A1100038,한림대학교한강성심병원,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",서울특별시,영등포구,,,0.0,미매칭,,
A1100004,순천향대학교부속서울병원,서울특별시 용산구 대사관로 59 (한남동),서울특별시,용산구,,,0.0,미매칭,,
A1121013,가톨릭대학교은평성모병원,서울특별시 은평구 통일로 1021 (진관동),서울특별시,은평구,,,0.0,미매칭,,
A1100152,은평연세병원,서울특별시 은평구 연서로 177 (갈현동),서울특별시,은평구,은평연세병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjNjEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A1100023,의료법인청구성심병원,서울특별시 은평구 통일로 873 (갈현동),서울특별시,은평구,,,0.0,미매칭,,
A1117070,최원호병원,"서울특별시 은평구 서오릉로 45, 최원호병원 (녹번동)",서울특별시,은평구,최원호병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1100006,강북삼성병원,서울특별시 종로구 새문안로 29 (평동),서울특별시,종로구,강북삼성병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,1.0,자동매칭,8.0,
A1100017,서울대학교병원,서울특별시 종로구 대학로 101 (연건동),서울특별시,종로구,서울대학교병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,1.0,자동매칭,22.0,
A1107402,서울대학교치과병원,서울특별시 종로구 대학로 101 (연건동),서울특별시,종로구,서울대학교치과병원,JDQ4MTg4MSM1MSMkMSMkMCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1100029,서울적십자병원,"서울특별시 종로구 새문안로 9, 적십자병원 (평동)",서울특별시,종로구,서울적십자병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz,1.0,자동매칭,1.0,
A1100032,세란병원,서울특별시 종로구 통일로 256 (무악동),서울특별시,종로구,세란병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjODEjJDEjJDYjJDgz,1.0,자동매칭,4.0,
A1100052,국립중앙의료원,"서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)",서울특별시,중구,국립중앙의료원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz,1.0,자동매칭,17.0,
A1100044,녹색병원,서울특별시 중랑구 사가정로49길 53 (면목동),서울특별시,중랑구,녹색병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,1.0,자동매칭,6.0,
A1100035,서울특별시서울의료원,서울특별시 중랑구 신내로 156 (신내동),서울특별시,중랑구,서울특별시서울의료원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,1.0,자동매칭,15.0,
A1100075,의료법인풍산의료재단동부제일병원,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",서울특별시,중랑구,의료법인풍산의료재단동부제일병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz,1.0,자동매칭,1.0,
A1800441,세종충남대학교병원,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",세종특별자치시,세종시,세종충남대학교병원,JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,1.0,자동매칭,12.0,
A1800417,의료법인 영제 의료재단 엔케이세종병원,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",세종특별자치시,세종시,의료법인 영제 의료재단 엔케이세종병원,JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,1.0,자동매칭,1.0,
A1700023,(의)내경의료재단울산제일병원,울산광역시 남구 남산로354번길 26 (신정동),울산광역시,남구,,,0.0,미매칭,,
A1700010,굿모닝병원,울산광역시 남구 삼산로 110 (달동),울산광역시,남구,굿모닝병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3OSQzNjE0ODEjNTEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1700003,울산병원,울산광역시 남구 월평로171번길 13 (신정동),울산광역시,남구,울산병원,JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,1.0,자동매칭,5.0,
A1700011,의료법인은성의료재단좋은삼정병원,울산광역시 남구 북부순환도로 51 (무거동),울산광역시,남구,,,0.0,미매칭,,
A1700028,의료법인정안의료재단중앙병원,"울산광역시 남구 문수로 472, 중앙병원 (신정동)",울산광역시,남구,,,0.6,낮은유사도,,
A1700004,학교법인울산공업학원울산대학교병원,"울산광역시 동구 대학병원로 25, 울산대학교병원 (전하동)",울산광역시,동구,,,0.0,미매칭,,
A1700007,울산엘리야병원,울산광역시 북구 호계로 285 (호계동),울산광역시,북구,울산엘리야병원,JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,1.0,자동매칭,0.0,
A1700025,의료법인송은의료재단울산시티병원,울산광역시 북구 산업로 1007 (연암동),울산광역시,북구,,,0.0,미매칭,,
A1700001,서울산보람병원,"울산광역시 울주군 삼남읍 중평로 53, 서울산보람병원",울산광역시,울주군,서울산보람병원,JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,1.0,자동매칭,3.0,
A1700002,의료법인동강의료재단동강병원,울산광역시 중구 태화로 239 (태화동),울산광역시,중구,,,0.0,미매칭,,
A1701489,의료법인동강의료재단동천동강병원,"울산광역시 중구 외솔큰길 215 (남외동, 동천동강병원)",울산광역시,중구,,,0.0,미매칭,,
A1700036,의료법인에스엠씨의료재단울산세민병원,울산광역시 중구 학성로 184 (학성동),울산광역시,중구,의료법인에스엠씨의료재단울산세민병원,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1403617,비에스종합병원,인천광역시 강화군 강화읍 충렬사로 31,인천광역시,강화군,비에스종합병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,1.0,자동매칭,1.0,
A1400010,검단탑병원,인천광역시 검단구 청마로19번길 5 (당하동),인천광역시,검단구,검단탑병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz,1.0,자동매칭,9.0,
A1400005,온누리병원,인천광역시 검단구 완정로 199 (왕길동),인천광역시,검단구,온누리병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1400014,의료법인인성의료재단한림병원,인천광역시 계양구 장제로 722 (작전동),인천광역시,계양구,,,0.0,미매칭,,
A1403121,인천더드림병원,인천광역시 계양구 계양대로 123(작전동),인천광역시,계양구,인천더드림병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ5MiQyNjEwMDIjNTEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1403372,인천세종병원,"인천광역시 계양구 계양문화로 20, 인천세종병원 (작전동)",인천광역시,계양구,인천세종병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjNzEjJDEjJDgjJDgz,1.0,자동매칭,15.0,
A1400045,국제바로병원,"인천광역시 남동구 석정로 518, 1층일부, 2층일부 ~ 9층 (간석동)",인천광역시,남동구,국제바로병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjNTEjJDEjJDYjJDgz,1.0,자동매칭,0.0,
A1400001,의료법인 길의료재단 길병원,"인천광역시 남동구 남동대로774번길 21 (구월동, 가천대학교길병원)",인천광역시,남동구,의료법인 길의료재단 길병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjODEjJDEjJDYjJDgz,1.0,자동매칭,23.0,
A1403871,인천힘찬종합병원,"인천광역시 남동구 논현로 72, 인천힘찬종합병원 (논현동)",인천광역시,남동구,인천힘찬종합병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,1.0,자동매칭,6.0,
A1404358,더나눔병원,"인천광역시 미추홀구 독배로 408-1, 4~8층 (용현동)",인천광역시,미추홀구,더나눔병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
A1400016,인천사랑병원,인천광역시 미추홀구 미추홀대로 726 (주안동),인천광역시,미추홀구,의료법인 인천사랑병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEwMDIjODEjJDEjJDYjJDgz,1.0,자동매칭,9.0,
A1400004,현대유비스병원,인천광역시 미추홀구 독배로 503 (숭의동),인천광역시,미추홀구,현대유비스병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDQjJDgz,1.0,자동매칭,5.0,
A1400012,가톨릭대학교 인천성모병원,인천광역시 부평구 동수로 56 (부평동),인천광역시,부평구,,,0.0,미매칭,,
A1400032,근로복지공단인천병원,인천광역시 부평구 무네미로 446 (구산동),인천광역시,부평구,근로복지공단인천병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz,1.0,자동매칭,0.0,
A1400013,안은의료재단 부평세림병원,"인천광역시 부평구 부평대로 175 (청천동, 세림병원)",인천광역시,부평구,,,0.0,미매칭,,
A1400008,(의)성세의료재단 뉴성민병원,인천광역시 서해구 신석로 70 (석남동 523-1번지)  (석남동),인천광역시,서해구,(의)성세의료재단 뉴성민병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,1.0,자동매칭,1.0,
A1400015,가톨릭관동대학교국제성모병원,"인천광역시 서해구 심곡로100번길 25 (심곡동, 인천국제성모병원)",인천광역시,서해구,,,0.0,미매칭,,
A1400003,의료법인 루가의료재단 나은병원,"인천광역시 서해구 원적로 23 (가좌동, 원적로 27번길 11(가좌동))",인천광역시,서해구,의료법인루가의료재단 나은병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjNjEjJDEjJDAjJDgz,1.0,자동매칭,7.0,
A1400011,의료법인 나사렛의료재단 나사렛국제병원,"인천광역시 연수구 먼우금로 98 (동춘동, 나사렛국제병원)",인천광역시,연수구,(의)나사렛의료재단 나사렛국제병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,1.0,자동매칭,7.0,
A1400018,인천적십자병원,"인천광역시 연수구 원인재로 263 (연수동, 인천적십자병원)",인천광역시,연수구,인천적십자병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjODEjJDEjJDIjJDgz,1.0,자동매칭,5.0,
A1403699,(의)성세의료재단 영종국제병원,"인천광역시 영종구 하늘별빛로65번길 7-9, 3,4층 (중산동)",인천광역시,영종구,의료법인 성세의료재단 영종국제병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz,1.0,자동매칭,0.0,
