클러스터,병상포화도점수,접근성점수,인구대비병상점수,의료진부족점수,regionRisk,지역수
0,23.721331444455178,59.91942269098984,18.86037983203978,93.67636534332699,44.101823580763266,58
1,38.72831358231921,7.253778231570941,38.59998357246975,12.608198515669788,25.342269715127422,73
