기관코드,병원명,사유코드,사유,확인요양기호,근거URL,확인일
A1100076,강남힐병원,HIRA_SOURCE_NOT_FOUND,HIRA전체목록·전문의API·상세페이지미제공,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjNTEjJDEjJDYjJDgz,https://www.hira.or.kr/ra/hosp/hospInfoAjax.do?ykiho=JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjNTEjJDEjJDYjJDgz,2026-08-31
