시군구코드,인구,총병상수,인구대비병상비율,인구대비병상점수
충청남도|천안시,666442,75.0,8885.893333333333,32.57431994628273
충청남도|청양군,30032,6.0,5005.333333333333,12.425882907680435
충청남도|태안군,59005,10.0,5900.5,17.073719617430786
충청남도|홍성군,101743,18.0,5652.388888888889,15.785490315268241
충청북도|괴산군,37267,9.0,4140.777777777777,7.936983579365724
충청북도|단양군,26552,6.0,4425.333333333333,9.414437785742022
충청북도|보은군,31480,7.0,4497.142857142857,9.787283372267732
충청북도|영동군,43029,10.0,4302.9,8.778745950519045
충청북도|옥천군,50660,7.0,7237.142857142857,24.01376550004575
충청북도|음성군,96036,10.0,9603.6,36.300758291655164
충청북도|제천시,128043,33.0,3880.090909090909,6.583459098226983
충청북도|진천군,85590,17.0,5034.705882352941,12.578389492963188
충청북도|청주시,859869,107.0,8036.158878504673,28.16237394811589
충청북도|충주시,205872,38.0,5417.684210526316,14.566869179490494
