시군구코드,시군구명,병상포화도점수,접근성점수,인구대비병상점수,의료진부족점수,regionRisk,클러스터
강원특별자치도|강릉시,강릉시,48.40579710144928,17.85740035698271,9.850656459264956,13.420210237621518,26.28241192009828,0
강원특별자치도|동해시,동해시,40.0,26.82065575788484,30.520854387622464,100.0,43.15036760488994,1
강원특별자치도|삼척시,삼척시,6.25,54.17995093685979,5.653126345524229,25.088860939465203,23.335439691082563,1
강원특별자치도|속초시,속초시,22.22222222222222,12.68203040507865,1.916245442154593,100.0,26.96563598773229,1
강원특별자치도|양구군,양구군,20.0,89.94152869490289,7.289098868932105,100.0,50.44027838225728,1
강원특별자치도|영월군,영월군,33.33333333333333,51.20802595598386,6.722205274092427,47.94662875266585,35.565509821180186,1
강원특별자치도|원주시,원주시,21.82942142374191,9.96157599950761,21.883788253736675,5.057144419533005,15.764099611839235,0
강원특별자치도|정선군,정선군,0.0,100.0,22.598335035242364,100.0,49.51966700704848,1
강원특별자치도|철원군,철원군,60.0,73.07013918808417,27.28375723317688,100.0,63.37779320306064,1
강원특별자치도|춘천시,춘천시,34.848484848484844,0.4742770220959986,20.50325576486148,4.025711260358826,17.043760645624616,0
강원특별자치도|태백시,태백시,22.22222222222222,79.78071062419218,7.338268798852181,100.0,48.17964472480587,1
강원특별자치도|평창군,평창군,0.0,100.0,20.60522559256868,100.0,49.12104511851373,1
강원특별자치도|홍천군,홍천군,10.0,84.79253677537348,20.27790586002109,100.0,47.99334220461626,1
강원특별자치도|화천군,화천군,0.0,71.97105450580757,3.0342137756708136,100.0,37.19815910687643,1
강원특별자치도|횡성군,횡성군,22.22222222222222,48.070798638893535,12.38538361945406,100.0,39.67609409333665,1
경기도|고양시,고양시,42.333078540340615,2.9098486780209445,26.162096311962912,10.012460892460524,22.42382048878716,0
경기도|광명시,광명시,37.22943722943723,4.285023432485426,35.35933526524232,0.1531142341554115,21.410644248220432,0
경기도|광주시,광주시,66.66666666666666,7.8917797258443185,100.0,0.0,45.70086725108662,0
